,Product_name,Price,Review
199,"Callmate 10000 mAh Power Bank (15 W, Fast Charging)  (Black, Lithium Polymer)",995.0,3.6
200,"boAt 10000 mAh Power Bank (22.5 W, Quick Charge 3.0)  (Carbon Black, Lithium-ion)",1299.0,4.2
201,"SAMSUNG 10000 mAh Power Bank (25 W, Fast Charging)  (Beige, Lithium-ion)",1999.0,4.3
202,"Mi 3i 20000 mAh Power Bank (Fast Charging, 18W)  (Black, Lithium Polymer)",2149.0,4.3
203,"boAt 20000 mAh Power Bank (22.5 W, Quick Charge 3.0)  (Carbon Black, Lithium-ion)",1799.0,4.8
204,"boAt 10000 mAh Power Bank (22.5 W, Quick Charge 3.0)  (Steel Blue, Lithium-ion)",1299.0,4.2
205,"Ambrane 10000 mAh Power Bank (12 W, Fast Charging)  (Black, Lithium Polymer)",899.0,4.1
206,"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W)  (Blue, Lithium Polymer)",1299.0,4.3
207,"AJYE 20000 mAh Power Bank  (Black, Lithium-ion)",569.0,4.2
208,"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W)  (Black, Lithium Polymer)",1299.0,4.3
209,"Mi 10000 mAh Power Bank (22.5 W, Fast Charging)  (Black, Lithium Polymer)",1699.0,4.3
210,"AJYE 20000 mAh Power Bank  (Black, Lithium-ion)",569.0,5.0
211,"Strongvolt 20000 mAh Power Bank (12 W)  (Black, Lithium-ion)",649.0,3.6
212,"Mi 30000 mAh Power Bank (18 W, Fast Charging, Power Delivery 3.0)  (Black, Lithium Polymer)",3499.0,4.3
213,"Spigen 10000 mAh Wireless Power Bank (20 W, Power Delivery 3.0)  (Black, Lithium Polymer)",1599.0,4.4
214,"Flipkart SmartBuy 20000 mAh Power Bank (22.5 W, Power Delivery 3.0, Quick Charge 3.0)  (Black, Lithium Polymer)",1299.0,4.0
215,"Ambrane 10000 mAh Wireless Power Bank  (Purple, Lithium Polymer)",2088.0,3.6
216,"AJYE 10000 mAh Power Bank  (Black, Lithium-ion)",569.0,3.7
217,"Intex 10000 mAh Power Bank (12 W, Fast Charging)  (Coal Black, Lithium Polymer)",799.0,3.8
218,"Syska 20000 mAh Power Bank (18 W, Fast Charging)  (Midnight Blue, Lithium Polymer)",1549.0,4.1
219,"Ambrane 10000 mAh Power Bank (12 W, Fast Charging)  (Blue, Lithium Polymer)",899.0,4.1
220,"AJYE 20000 mAh Power Bank  (Black, Lithium-ion)",569.0,3.5
221,"AJYE 30000 mAh Power Bank  (Black, Lithium-ion)",569.0,1.7
222,"Ambrane 10000 mAh Wireless Power Bank  (Black, Lithium Polymer)",2289.0,3.6
223,"REDMI 10000 mAh Power Bank (10 W, Fast Charging)  (White, Lithium Polymer)",1199.0,4.2
224,"REDMI 10000 mAh Power Bank (10 W, Fast Charging)  (Black, Lithium Polymer)",1199.0,4.2
225,"Intex 10000 mAh Power Bank (22 W, Fast Charging, Quick Charge 3.0)  (Navy Blue, Lithium Polymer)",899.0,3.7
226,"Gizmore 10000 mAh Power Bank  (Black, Lithium Polymer)",599.0,3.6
227,"Intex 20000 mAh Power Bank (22 W, Fast Charging)  (Coal Black, Lithium Polymer)",1499.0,3.7
228,"Intex 10000 mAh Power Bank (22 W, Fast Charging)  (Coal Black, Lithium Polymer)",899.0,3.7
229,"AMYTEL 20000 mAh Power Bank (25 W, Fast Charging, Quick Charge 4.0)  (Black, Lithium Polymer)",899.0,3.9
230,"ORENICS 20000 mAh Power Bank (18 W, Fast Charging, Power Delivery 2.0)  (Black, Lithium Polymer)",1299.0,4.0
231,"Foxin 20000 mAh Power Bank (12 W, Fast Charging)  (Blue, Lithium-ion)",1099.0,3.8
232,"Intex 20000 mAh Power Bank (22 W, Fast Charging)  (Navy Blue, Lithium Polymer)",1499.0,3.7
233,"Ambrane 27000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Green, Lithium Polymer)",2399.0,4.2
234,"Ambrane 27000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Black, Lithium Polymer)",2499.0,4.2
235,"Callmate 10000 mAh Power Bank (15 W, Fast Charging)  (Black, Lithium Polymer)",1299.0,3.1
236,"Intex 20000 mAh Power Bank (12 W, Fast Charging)  (Navy Blue, Lithium Polymer)",1199.0,3.8
237,"zofia 20000 mAh Power Bank (18 W, Fast Charging, Power Delivery 2.0)  (Pink, Lithium-ion)",699.0,3.2
238,"Ambrane 20000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Green, Lithium Polymer)",1799.0,4.1
239,"Ambrane 20000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Blue, Lithium Polymer)",1799.0,4.1
240,"boAt 10000 mAh Power Bank (22.5 W, Quick Charge 3.0)  (Carbon Black, Lithium-ion)",1299.0,4.2
241,"SAMSUNG 10000 mAh Power Bank (25 W, Fast Charging)  (Beige, Lithium-ion)",1999.0,4.3
242,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)  (Blue, Lithium Polymer)",1099.0,4.1
243,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)  (Black, Lithium Polymer)",1099.0,4.1
244,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)  (White, Lithium Polymer)",1099.0,4.1
245,"Syska 10000 mAh Power Bank (Fast Charging)  (Elegant Black, Lithium Polymer)",799.0,3.7
246,"AJYE 20000 mAh Power Bank  (Black, Lithium-ion)",569.0,4.2
247,"Ambrane 10000 mAh Power Bank (12 W, Fast Charging)  (Blue, Lithium Polymer)",899.0,4.1
248,"Intex 20000 mAh Power Bank (12 W, Fast Charging)  (Navy Blue, Lithium Polymer)",1199.0,3.8
249,"Ambrane 20000 mAh Power Bank (20 W, Power Delivery 3.0, Quick Charge 3.0)  (Blue, Lithium Polymer)",1999.0,4.2
250,"Ambrane 10000 mAh Power Bank (12 W, Fast Charging)  (Black, Lithium Polymer)",899.0,4.1
251,"AJYE 20000 mAh Power Bank  (Black, Lithium-ion)",569.0,5.0
252,"Mi 10000 mAh Wireless Power Bank  (Black, Lithium Polymer)",2499.0,4.2
253,"Ambrane 20000 mAh Power Bank (20 W, Power Delivery 3.0, Quick Charge 3.0)  (Black, Lithium Polymer)",1999.0,4.2
254,"Ambrane 20000 mAh Power Bank (20 W, Power Delivery 3.0, Quick Charge 3.0)  (Green, Lithium Polymer)",1999.0,4.2
255,"conekt 10000 mAh Power Bank (20 W, Power Delivery 3.0)  (Blue, Lithium Polymer)",593.0,3.7
256,"Strongvolt 20000 mAh Power Bank (12 W)  (Black, Lithium-ion)",649.0,3.6
257,"AJYE 10000 mAh Power Bank  (Black, Lithium-ion)",569.0,4.2
258,"Binori 20000 mAh Power Bank (Fast Charging)  (White, Lithium-ion)",490.0,3.4
259,"Syska 20000 mAh Power Bank (18 W, Fast Charging)  (Pearl Black, Lithium Polymer)",1549.0,4.0
260,"Intex 10000 mAh Power Bank (12 W, Fast Charging)  (Coal Black, Lithium Polymer)",799.0,3.8
261,"AJYE 20000 mAh Power Bank  (Black, Lithium-ion)",569.0,3.5
262,"Ambrane 27000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Green, Lithium Polymer)",2399.0,4.2
263,"Intex 20000 mAh Power Bank (12 W, Fast Charging)  (Coal Black, Lithium Polymer)",1199.0,3.8
264,"conekt 10000 mAh Power Bank (20 W, Power Delivery 3.0)  (Black, Lithium Polymer)",599.0,3.7
265,"APPLE MagSafe Battery Pack Wireless Power Bank Compatible withIphone 12, Iphone 12 Pro, Iphone 12 Pro Max, Iphone 12 Mini, Iphone 13, Iphone 13 mini, Iphone 13 Pro , Iphone 13 Pro Max  (White, Lithium-ion)",9999.0,3.9
266,"AJYE 30000 mAh Power Bank  (Black, Lithium-ion)",569.0,1.7
267,"Ambrane 10000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Black, Lithium Polymer)",999.0,4.1
268,"Ambrane 27000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Black, Lithium Polymer)",2499.0,4.2
269,"Ambrane 10000 mAh Wireless Power Bank  (Black, Lithium Polymer)",2289.0,3.6
270,"Ambrane 20000 mAh Power Bank (10.5 W, Fast Charging)  (Green, Lithium Polymer)",1499.0,4.0
271,"Gizmore 10000 mAh Power Bank  (Black, Lithium Polymer)",599.0,3.6
272,"Ambrane 10000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Blue, Lithium Polymer)",999.0,4.1
273,"Callmate 10000 mAh Power Bank (15 W, Fast Charging)  (Black, Lithium Polymer)",756.0,3.8
274,"Ambrane 27000 mAh Power Bank (18 W, Fast Charging)  (Black, Lithium Polymer)",2362.0,4.2
275,"Ambrane 10000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Green, Lithium Polymer)",1179.0,4.1
276,"Intex 20000 mAh Power Bank (22 W, Fast Charging)  (Navy Blue, Lithium Polymer)",1499.0,3.7
277,"ORENICS 20000 mAh Power Bank (18 W, Fast Charging, Power Delivery 2.0)  (Black, Lithium Polymer)",1299.0,4.3
278,"Binori 20000 mAh Power Bank  (Pink, White, Lithium-ion)",498.0,3.3
279,"ZEBRONICS 10000 mAh Power Bank (20 W, Fast Charging)  (Blue, Lithium Polymer)",999.0,4.1
280,"boAt 10000 mAh Power Bank (22.5 W, Quick Charge 3.0)  (Carbon Black, Lithium-ion)",1299.0,4.2
281,"SAMSUNG 10000 mAh Power Bank (25 W, Fast Charging)  (Beige, Lithium-ion)",1999.0,4.3
282,"Mi 3i 20000 mAh Power Bank (Fast Charging, 18W)  (Black, Lithium Polymer)",2149.0,4.3
283,"boAt 20000 mAh Power Bank (22.5 W, Quick Charge 3.0)  (Carbon Black, Lithium-ion)",1799.0,4.8
284,"boAt 10000 mAh Power Bank (22.5 W, Quick Charge 3.0)  (Steel Blue, Lithium-ion)",1299.0,4.2
285,"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W)  (Blue, Lithium Polymer)",1299.0,4.3
286,"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W)  (Black, Lithium Polymer)",1299.0,4.3
287,"AJYE 20000 mAh Power Bank  (Black, Lithium-ion)",569.0,4.2
288,"Mi 10000 mAh Power Bank (22.5 W, Fast Charging)  (Black, Lithium Polymer)",1699.0,4.3
289,"Ambrane 10000 mAh Power Bank (12 W, Fast Charging)  (Black, Lithium Polymer)",899.0,4.1
290,"Ambrane 10000 mAh Power Bank (12 W, Fast Charging)  (Blue, Lithium Polymer)",899.0,4.1
291,"AJYE 20000 mAh Power Bank  (Black, Lithium-ion)",569.0,5.0
292,"Mi 30000 mAh Power Bank (18 W, Fast Charging, Power Delivery 3.0)  (Black, Lithium Polymer)",3499.0,4.3
293,"Flipkart SmartBuy 20000 mAh Power Bank (22.5 W, Power Delivery 3.0, Quick Charge 3.0)  (Black, Lithium Polymer)",1299.0,4.0
294,"Spigen 10000 mAh Wireless Power Bank (20 W, Power Delivery 3.0)  (Black, Lithium Polymer)",1599.0,4.4
295,"AMYTEL 20000 mAh Power Bank (25 W, Fast Charging, Quick Charge 4.0)  (Black, Lithium Polymer)",899.0,3.9
296,"Strongvolt 20000 mAh Power Bank (12 W)  (Black, Lithium-ion)",649.0,3.6
297,"AJYE 10000 mAh Power Bank  (Black, Lithium-ion)",569.0,4.2
298,"Intex 10000 mAh Power Bank (22 W, Fast Charging, Quick Charge 3.0)  (Navy Blue, Lithium Polymer)",899.0,3.7
299,"Intex 10000 mAh Power Bank (22 W, Fast Charging)  (Coal Black, Lithium Polymer)",899.0,3.7
300,"Intex 10000 mAh Power Bank (12 W, Fast Charging)  (Coal Black, Lithium Polymer)",799.0,3.8
301,"AJYE 20000 mAh Power Bank  (Black, Lithium-ion)",569.0,3.5
302,"Spigen 10000 mAh Wireless Power Bank (20 W, Fast Charging)  (Black, Lithium Polymer)",2349.0,4.0
303,"REDMI 10000 mAh Power Bank (10 W, Fast Charging)  (White, Lithium Polymer)",1199.0,4.2
304,"Intex 20000 mAh Power Bank (22 W, Fast Charging)  (Coal Black, Lithium Polymer)",1499.0,3.7
305,"Intex 20000 mAh Power Bank (22 W, Fast Charging)  (Navy Blue, Lithium Polymer)",1499.0,3.7
306,"AJYE 30000 mAh Power Bank  (Black, Lithium-ion)",569.0,1.7
307,"Ambrane 10000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Black, Lithium Polymer)",999.0,4.1
308,"Callmate 10000 mAh Power Bank (23 W, Fast Charging, Power Delivery 3.0)  (Black, Lithium-ion)",1099.0,4.1
309,"Ambrane 20000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Black, Lithium Polymer)",1799.0,4.1
310,"Ambrane 20000 mAh Power Bank (10.5 W, Fast Charging)  (Green, Lithium Polymer)",1499.0,4.0
311,"Gizmore 10000 mAh Power Bank  (Black, Lithium Polymer)",599.0,3.6
312,"Callmate 10000 mAh Power Bank (15 W, Fast Charging)  (Black, Lithium Polymer)",1299.0,3.1
313,"REDMI 10000 mAh Power Bank (10 W, Fast Charging)  (Black, Lithium Polymer)",1199.0,4.2
314,"REDMI 20000 mAh Power Bank (18 W, Fast Charging)  (Black, Lithium Polymer)",2049.0,4.3
315,"nwb 30000 mAh Power Bank  (Black, Lithium-ion)",499.0,3.3
316,"ORENICS 20000 mAh Power Bank (18 W, Fast Charging, Power Delivery 2.0)  (Black, Lithium Polymer)",1299.0,4.3
317,"Foxin 20000 mAh Power Bank (12 W, Fast Charging)  (Blue, Lithium-ion)",1099.0,4.3
318,"REDMI 20000 mAh Power Bank (18 W, Fast Charging)  (White, Lithium Polymer)",2049.0,4.3
319,"Binori 20000 mAh Power Bank (Fast Charging)  (Black, Lithium-ion)",499.0,3.3
320,"boAt 10000 mAh Power Bank (22.5 W, Quick Charge 3.0)  (Carbon Black, Lithium-ion)",1299.0,4.2
321,"SAMSUNG 10000 mAh Power Bank (25 W, Fast Charging)  (Beige, Lithium-ion)",1999.0,4.3
322,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)  (Blue, Lithium Polymer)",1099.0,4.1
323,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)  (Black, Lithium Polymer)",1099.0,4.1
324,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)  (White, Lithium Polymer)",1099.0,4.1
325,"Syska 10000 mAh Power Bank (Fast Charging)  (Elegant Black, Lithium Polymer)",799.0,3.7
326,"AJYE 20000 mAh Power Bank  (Black, Lithium-ion)",569.0,4.2
327,"Ambrane 10000 mAh Power Bank (12 W, Fast Charging)  (Blue, Lithium Polymer)",899.0,4.1
328,"Intex 20000 mAh Power Bank (12 W, Fast Charging)  (Navy Blue, Lithium Polymer)",1199.0,3.8
329,"Ambrane 20000 mAh Power Bank (20 W, Power Delivery 3.0, Quick Charge 3.0)  (Blue, Lithium Polymer)",1999.0,4.2
330,"Ambrane 10000 mAh Power Bank (12 W, Fast Charging)  (Black, Lithium Polymer)",899.0,4.1
331,"AJYE 20000 mAh Power Bank  (Black, Lithium-ion)",569.0,5.0
332,"Mi 10000 mAh Wireless Power Bank  (Black, Lithium Polymer)",2499.0,4.2
333,"Ambrane 20000 mAh Power Bank (20 W, Power Delivery 3.0, Quick Charge 3.0)  (Black, Lithium Polymer)",1999.0,4.2
334,"Ambrane 20000 mAh Power Bank (20 W, Power Delivery 3.0, Quick Charge 3.0)  (Green, Lithium Polymer)",1999.0,4.2
335,"conekt 10000 mAh Power Bank (20 W, Power Delivery 3.0)  (Blue, Lithium Polymer)",593.0,3.7
336,"Strongvolt 20000 mAh Power Bank (12 W)  (Black, Lithium-ion)",649.0,3.6
337,"AJYE 10000 mAh Power Bank  (Black, Lithium-ion)",569.0,3.7
338,"Binori 20000 mAh Power Bank (Fast Charging)  (White, Lithium-ion)",490.0,3.4
339,"Syska 20000 mAh Power Bank (18 W, Fast Charging)  (Pearl Black, Lithium Polymer)",1549.0,4.0
340,"Intex 10000 mAh Power Bank (12 W, Fast Charging)  (Coal Black, Lithium Polymer)",799.0,3.8
341,"AJYE 20000 mAh Power Bank  (Black, Lithium-ion)",569.0,3.5
342,"Ambrane 27000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Green, Lithium Polymer)",2399.0,4.2
343,"Intex 20000 mAh Power Bank (12 W, Fast Charging)  (Coal Black, Lithium Polymer)",1199.0,3.8
344,"conekt 10000 mAh Power Bank (20 W, Power Delivery 3.0)  (Black, Lithium Polymer)",599.0,3.7
345,"APPLE MagSafe Battery Pack Wireless Power Bank Compatible withIphone 12, Iphone 12 Pro, Iphone 12 Pro Max, Iphone 12 Mini, Iphone 13, Iphone 13 mini, Iphone 13 Pro , Iphone 13 Pro Max  (White, Lithium-ion)",9999.0,3.9
346,"AJYE 30000 mAh Power Bank  (Black, Lithium-ion)",569.0,1.7
347,"Ambrane 10000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Black, Lithium Polymer)",999.0,4.1
348,"Ambrane 27000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Black, Lithium Polymer)",2499.0,4.2
349,"Ambrane 10000 mAh Wireless Power Bank  (Black, Lithium Polymer)",2289.0,3.6
350,"Ambrane 20000 mAh Power Bank (10.5 W, Fast Charging)  (Green, Lithium Polymer)",1499.0,4.0
351,"Gizmore 10000 mAh Power Bank  (Black, Lithium Polymer)",599.0,3.6
352,"Ambrane 10000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Blue, Lithium Polymer)",999.0,4.1
353,"Callmate 10000 mAh Power Bank (15 W, Fast Charging)  (Black, Lithium Polymer)",756.0,3.8
354,"Ambrane 27000 mAh Power Bank (18 W, Fast Charging)  (Black, Lithium Polymer)",2362.0,4.2
355,"Ambrane 10000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)  (Green, Lithium Polymer)",1179.0,4.1
356,"Intex 20000 mAh Power Bank (22 W, Fast Charging)  (Navy Blue, Lithium Polymer)",1499.0,3.7
357,"ORENICS 20000 mAh Power Bank (18 W, Fast Charging, Power Delivery 2.0)  (Black, Lithium Polymer)",1299.0,4.0
358,"Binori 20000 mAh Power Bank  (Pink, White, Lithium-ion)",498.0,3.3
359,"ZEBRONICS 10000 mAh Power Bank (20 W, Fast Charging)  (Blue, Lithium Polymer)",999.0,4.1
360,"boAt 10000 mAh Power Bank (22.5 W, Quick Charge 3.0)  (Carbon Black, Lithium-ion)",1299.0,4.2
361,"SAMSUNG 10000 mAh Power Bank (25 W, Fast Charging)  (Beige, Lithium-ion)",1999.0,4.3
362,"Mi 3i 20000 mAh Power Bank (Fast Charging, 18W)  (Black, Lithium Polymer)",2149.0,4.3
363,"boAt 20000 mAh Power Bank (22.5 W, Quick Charge 3.0)  (Carbon Black, Lithium-ion)",1799.0,4.2
364,"boAt 10000 mAh Power Bank (22.5 W, Quick Charge 3.0)  (Steel Blue, Lithium-ion)",1299.0,4.2
365,"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W)  (Blue, Lithium Polymer)",1299.0,4.3
366,"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W)  (Black, Lithium Polymer)",1299.0,4.3
367,"Ambrane 10000 mAh Power Bank (12 W, Fast Charging)  (Blue, Lithium Polymer)",899.0,4.1
368,"Mi 10000 mAh Power Bank (22.5 W, Fast Charging)  (Black, Lithium Polymer)",1699.0,4.3
369,"Ambrane 10000 mAh Power Bank (12 W, Fast Charging)  (Black, Lithium Polymer)",899.0,4.1
370,"AJYE 20000 mAh Power Bank  (Black, Lithium-ion)",569.0,4.2
371,"Strongvolt 20000 mAh Power Bank (12 W)  (Black, Lithium-ion)",649.0,3.6
372,"Mi 30000 mAh Power Bank (18 W, Fast Charging, Power Delivery 3.0)  (Black, Lithium Polymer)",3499.0,4.3
373,"Spigen 10000 mAh Wireless Power Bank (20 W, Power Delivery 3.0)  (Black, Lithium Polymer)",1599.0,4.4
374,"Flipkart SmartBuy 20000 mAh Power Bank (22.5 W, Power Delivery 3.0, Quick Charge 3.0)  (Black, Lithium Polymer)",1299.0,4.0
375,"AMYTEL 20000 mAh Power Bank (25 W, Fast Charging, Quick Charge 4.0)  (Black, Lithium Polymer)",899.0,3.9
376,"ORENICS 20000 mAh Power Bank (18 W, Fast Charging, Power Delivery 2.0)  (Black, Lithium Polymer)",1299.0,4.3
377,"Ambrane 20000 mAh Power Bank (10.5 W, Fast Charging)  (Green, Lithium Polymer)",1499.0,4.0
378,"Intex 10000 mAh Power Bank (22 W, Fast Charging, Quick Charge 3.0)  (Navy Blue, Lithium Polymer)",899.0,3.7
379,"Intex 10000 mAh Power Bank (22 W, Fast Charging)  (Coal Black, Lithium Polymer)",899.0,3.7
380,"AJYE 20000 mAh Power Bank  (Black, Lithium-ion)",569.0,5.0
381,"Intex 10000 mAh Power Bank (12 W, Fast Charging)  (Coal Black, Lithium Polymer)",799.0,3.8
382,"Spigen 10000 mAh Wireless Power Bank (20 W, Fast Charging)  (Black, Lithium Polymer)",2349.0,4.0
383,"Intex 20000 mAh Power Bank (22 W, Fast Charging)  (Coal Black, Lithium Polymer)",1499.0,3.7
384,"Intex 20000 mAh Power Bank (22 W, Fast Charging)  (Navy Blue, Lithium Polymer)",1499.0,3.7
385,"REDMI 10000 mAh Power Bank (10 W, Fast Charging)  (White, Lithium Polymer)",1199.0,4.2
386,"Gizmore 10000 mAh Power Bank  (Black, Lithium Polymer)",599.0,3.6
387,"AJYE 10000 mAh Power Bank  (Black, Lithium-ion)",569.0,4.2
388,"Callmate 10000 mAh Power Bank (15 W, Fast Charging)  (Black, Lithium Polymer)",1299.0,3.1
389,"REDMI 10000 mAh Power Bank (10 W, Fast Charging)  (Black, Lithium Polymer)",1199.0,4.2
390,"Ambrane 10000 mAh Power Bank (22.5 W, Power Delivery 3.0, Quick Charge 3.0)  (Black, Lithium Polymer)",1599.0,4.3
391,"AJYE 30000 mAh Power Bank  (Black, Lithium-ion)",569.0,1.7
392,"Syska 20000 mAh Power Bank (18 W, Fast Charging)  (Midnight Blue, Lithium Polymer)",1549.0,4.1
393,"Binori 20000 mAh Power Bank (Fast Charging)  (Black, Lithium-ion)",499.0,3.3
394,"REDMI 20000 mAh Power Bank (18 W, Fast Charging)  (Black, Lithium Polymer)",2049.0,4.3
395,"Callmate 10000 mAh Power Bank (23 W, Fast Charging, Power Delivery 3.0)  (Black, Lithium-ion)",1099.0,4.1
396,"DUDAO 10000 mAh Wireless Power Bank (15 W, Power Delivery 3.0)  (Black, Lithium Polymer)",3199.0,4.7
397,"Intex 20000 mAh Power Bank (12 W, Fast Charging)  (Navy Blue, Lithium Polymer)",1199.0,3.8
398,"nwb 30000 mAh Power Bank  (Black, Lithium-ion)",499.0,3.3
399,"REDMI 20000 mAh Power Bank (18 W, Fast Charging)  (White, Lithium Polymer)",2049.0,4.3
